,nuts,original_code,original_name,eurocrops,source,4o,hermes
1124,dk,150,L{ggekartofler,"Kartofler, lægge- (egen opformering)",gpt-4o,"Kartofler, lægge- (egen opformering)",
1125,dk,150,Læggekartofler,"Kartofler, lægge- (egen opformering)",gpt-4o,"Kartofler, lægge- (egen opformering)",
1126,dk,151,0,Stivelseskartofler,gpt-4o,Stivelseskartofler,
1127,dk,151,"Kartofler, stivelses",Stivelseskartofler,gpt-4o,Stivelseskartofler,
1128,dk,151,"Kartofler, stivelses-",Stivelseskartofler,gpt-4o,Stivelseskartofler,
1129,dk,151,Stivelseskartofler,Stivelseskartofler,original_name,Stivelseskartofler,
1130,dk,152,0,"Kartofler, spise- (pakkeri, vejsalg)",gpt-4o,"Kartofler, spise- (pakkeri, vejsalg)",
1131,dk,152,"Kartofler, spise","Kartofler, spise- (pakkeri, vejsalg)",gpt-4o,"Kartofler, spise- (pakkeri, vejsalg)",
1132,dk,152,"Kartofler, spise-","Kartofler, spise- (pakkeri, vejsalg)",gpt-4o,"Kartofler, spise- (pakkeri, vejsalg)",
1133,dk,152,"Kartofler, spise- (pakkeri, vejsalg)","Kartofler, spise- (pakkeri, vejsalg)",original_name,"Kartofler, spise- (pakkeri, vejsalg)",
1134,dk,152,Spisekartofler,"Kartofler, spise- (pakkeri, vejsalg)",gpt-4o,"Kartofler, spise- (pakkeri, vejsalg)",
1135,dk,153,0,"Kartofler, andre",manual,,
1136,dk,153,"Kartofler, andre","Kartofler, andre",original_name,,
1137,dk,16,0,Vintertriticale,gpt-4o,Vintertriticale,
1138,dk,16,Triticale,Vintertriticale,gpt-4o,Vintertriticale,
1139,dk,16,Vintertriticale,Vintertriticale,original_name,Vintertriticale,
1140,dk,160,0,Sukkerroer til fabrik,gpt-4o,Sukkerroer til fabrik,
1141,dk,160,Roer til fabrik,Sukkerroer til fabrik,gpt-4o,Sukkerroer til fabrik,
1142,dk,160,Sukerroer til fabrik,Sukkerroer til fabrik,gpt-4o,Sukkerroer til fabrik,
1143,dk,160,Sukkerroer til fabrik,Sukkerroer til fabrik,original_name,Sukkerroer til fabrik,
1144,dk,161,Cikorier|dder,Cikorier|dder,original_name,Cikorier|dder,
1145,dk,161,Cikorierødder,Cikorier|dder,gpt-4o,Cikorier|dder,
1146,dk,162,"Andre industriafgr.,","Andre industriafgr., herunder rodfrugter",gpt-4o,"Andre industriafgr., herunder rodfrugter",
1147,dk,162,"Andre industriafgr., herunder rodfrugter","Andre industriafgr., herunder rodfrugter",original_name,"Andre industriafgr., herunder rodfrugter",
1148,dk,162,Andre industriafgr./rodfr.,"Andre industriafgr., herunder rodfrugter",gpt-4o,"Andre industriafgr., herunder rodfrugter",
1149,dk,162,"Blanding, andre industriafgr.","Andre industriafgr., herunder rodfrugter",gpt-4o,"Andre industriafgr., herunder rodfrugter",
1150,dk,17,0,Blanding af efterårssåede kornarter,gpt-4o,Blanding af efterårssåede kornarter,
1151,dk,17,"Andre kornarter, eft",Blanding af efterårssåede kornarter,gpt-4o,Blanding af efterårssåede kornarter,
1152,dk,17,"Andre kornarter, efter}rss}et",Blanding af efterårssåede kornarter,gpt-4o,Blanding af efterårssåede kornarter,
1153,dk,17,"Andre kornarter, efterårssået",Blanding af efterårssåede kornarter,gpt-4o,Blanding af efterårssåede kornarter,
1154,dk,17,Blanding af efterårssåede arter,Blanding af efterårssåede kornarter,gpt-4o,Blanding af efterårssåede kornarter,
1155,dk,17,Blanding af efterårssåede kornarter,Blanding af efterårssåede kornarter,original_name,Blanding af efterårssåede kornarter,
1156,dk,170,Gr{s/kl|vergr. til fabrik (omdrift),Græs/kløvergr. til fabrik (omdrift),gpt-4o,Græs/kløvergr. til fabrik (omdrift),
1157,dk,170,Græs til fabrik (omd,Græs/kløvergr. til fabrik (omdrift),gpt-4o,Græs/kløvergr. til fabrik (omdrift),
1158,dk,170,Græs til fabrik (omdrift),Græs/kløvergr. til fabrik (omdrift),gpt-4o,Græs/kløvergr. til fabrik (omdrift),
1159,dk,170,Græs/kløvergr. til fabrik (omdrift),Græs/kløvergr. til fabrik (omdrift),original_name,Græs/kløvergr. til fabrik (omdrift),
1160,dk,171,0,Lucerne slæt + eget foder,gpt-4o,Lucerne slæt + eget foder,
1161,dk,171,Lucerne sl{t + eget foder,Lucerne slæt + eget foder,gpt-4o,Lucerne slæt + eget foder,
1162,dk,171,Lucerne slæt + eget foder,Lucerne slæt + eget foder,original_name,Lucerne slæt + eget foder,
1163,dk,171,"Lucerne, slæt",Lucerne slæt + eget foder,gpt-4o,Lucerne slæt + eget foder,
1164,dk,172,0,"Lucernegræs, over 25% græs til slæt inkl. eget foder",gpt-4o,"Lucernegræs, over 25% græs til slæt inkl. eget foder",
1165,dk,172,Lucerne m/min 25% gr{s slet(+eget foder),"Lucernegræs, over 25% græs til slæt inkl. eget foder",gpt-4o,"Lucernegræs, over 25% græs til slæt inkl. eget foder",
1166,dk,172,Lucerne m/min 25% græs slet(+eget foder),"Lucernegræs, over 25% græs til slæt inkl. eget foder",gpt-4o,"Lucernegræs, over 25% græs til slæt inkl. eget foder",
1167,dk,172,"Lucerne, over 25% gr","Lucernegræs, over 25% græs til slæt inkl. eget foder",gpt-4o,"Lucernegræs, over 25% græs til slæt inkl. eget foder",
1168,dk,172,"Lucerne, over 25% græs til slæt","Lucernegræs, over 25% græs til slæt inkl. eget foder",gpt-4o,"Lucernegræs, over 25% græs til slæt inkl. eget foder",
1169,dk,172,"Lucernegræs, over 25% græs til slæt inkl. eget foder","Lucernegræs, over 25% græs til slæt inkl. eget foder",original_name,"Lucernegræs, over 25% græs til slæt inkl. eget foder",
1170,dk,173,0,Kløver til slæt.,gpt-4o,Kløver til slæt.,
1171,dk,173,Kl|ver til sl{t.,Kløver til slæt.,gpt-4o,Kløver til slæt.,
1172,dk,173,Kløver til slæt,Kløver til slæt.,gpt-4o,Kløver til slæt.,
1173,dk,173,Kløver til slæt.,Kløver til slæt.,original_name,Kløver til slæt.,
1174,dk,174,Kl|vergr{s til fabrik,Kløvergræs til fabrik,gpt-4o,Kløvergræs til fabrik,
1175,dk,174,Kløvergræs til fabri,Kløvergræs til fabrik,gpt-4o,Kløvergræs til fabrik,
1176,dk,174,Kløvergræs til fabrik,Kløvergræs til fabrik,original_name,Kløvergræs til fabrik,
1177,dk,180,0,Gul sennep,manual,,
1178,dk,180,Gul sennep,Gul sennep,original_name,,
1179,dk,181,Anden oliefr|art,Anden oliefrøart,gpt-4o,Anden oliefrøart,
1180,dk,181,Anden oliefrøart,Anden oliefrøart,original_name,Anden oliefrøart,
1181,dk,182,0,Blanding af oliearter,manual,,
1182,dk,182,Blanding af oliearter,Blanding af oliearter,original_name,,
1183,dk,2,0,Vårhvede,gpt-4o,Vårhvede,
1184,dk,2,V}rhvede,Vårhvede,gpt-4o,Vårhvede,
1185,dk,2,Vårhvede,Vårhvede,original_name,Vårhvede,
1186,dk,200,Frag}et mark,Fragået mark,gpt-4o,Fragået mark,
1187,dk,200,Fragået mark,Fragået mark,original_name,Fragået mark,
1188,dk,202,"frag}et mark, prod.skifte","fragået mark, prod.skifte",gpt-4o,"fragået mark, prod.skifte",
1189,dk,202,"fragået mark, prod.skifte","fragået mark, prod.skifte",original_name,"fragået mark, prod.skifte",
1190,dk,21,0,Vårraps,gpt-4o,Vårraps,
1191,dk,21,V}rraps,Vårraps,gpt-4o,Vårraps,
1192,dk,21,Vårraps,Vårraps,original_name,Vårraps,
1193,dk,210,0,"Vårbyg, helsæd",gpt-4o,"Vårbyg, helsæd",
1194,dk,210,"V}rbyg, hels{d","Vårbyg, helsæd",gpt-4o,"Vårbyg, helsæd",
1195,dk,210,"Vårbyg, helsæd","Vårbyg, helsæd",original_name,"Vårbyg, helsæd",
1196,dk,211,0,"Vårhvede, helsæd",gpt-4o,"Vårhvede, helsæd",
1197,dk,211,"V}rhvede, hels{d","Vårhvede, helsæd",gpt-4o,"Vårhvede, helsæd",
1198,dk,211,"Vårhvede, helsæd","Vårhvede, helsæd",original_name,"Vårhvede, helsæd",
1199,dk,212,0,"Vårhavre, helsæd",gpt-4o,"Vårhavre, helsæd",
1200,dk,212,"Havre, hels{d","Vårhavre, helsæd",gpt-4o,"Vårhavre, helsæd",
1201,dk,212,"Havre, helsæd","Vårhavre, helsæd",gpt-4o,"Vårhavre, helsæd",
1202,dk,212,"Vårhavre, helsæd","Vårhavre, helsæd",original_name,"Vårhavre, helsæd",
1203,dk,213,0,"Blandkorn, vårsået, helsæd",gpt-4o,"Blandkorn, vårsået, helsæd",
1204,dk,213,"Blandkorn, v}rs}et, hels{d","Blandkorn, vårsået, helsæd",gpt-4o,"Blandkorn, vårsået, helsæd",
1205,dk,213,"Blandkorn, vårsået,","Blandkorn, vårsået, helsæd",gpt-4o,"Blandkorn, vårsået, helsæd",
1206,dk,213,"Blandkorn, vårsået, helsæd","Blandkorn, vårsået, helsæd",original_name,"Blandkorn, vårsået, helsæd",
1207,dk,214,0,"Korn/bælgsæd, helsæd, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, helsæd, max 50% bælgsæd",
1208,dk,214,"Korn og bælgsæd, hel","Korn/bælgsæd, helsæd, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, helsæd, max 50% bælgsæd",
1209,dk,214,"Korn og bælgsæd, helsæd, under 50% bælgsæd","Korn/bælgsæd, helsæd, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, helsæd, max 50% bælgsæd",
1210,dk,214,"Korn/b{lgs{d, hels{d, max 50% b{lgs{d","Korn/bælgsæd, helsæd, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, helsæd, max 50% bælgsæd",
1211,dk,214,"Korn/bælgsæd, helsæd, max 50% bælgsæd","Korn/bælgsæd, helsæd, max 50% bælgsæd",original_name,"Korn/bælgsæd, helsæd, max 50% bælgsæd",
1212,dk,215,0,Ærtehelsæd,gpt-4o,Ærtehelsæd,
1213,dk,215,[rtehels{d,Ærtehelsæd,gpt-4o,Ærtehelsæd,
1214,dk,215,[rtehelsæd,Ærtehelsæd,gpt-4o,Ærtehelsæd,
1215,dk,215,Ærtehelsæd,Ærtehelsæd,original_name,Ærtehelsæd,
1216,dk,216,0,Silomajs,manual,,
1217,dk,216,Silomajs,Silomajs,original_name,,
1218,dk,22,0,Vinterraps,manual,,
1219,dk,22,Vinterraps,Vinterraps,original_name,,
1220,dk,220,"Vinterbyg, hels{d","Vinterbyg, helsæd",gpt-4o,"Vinterbyg, helsæd",
1221,dk,220,"Vinterbyg, helsæd","Vinterbyg, helsæd",original_name,"Vinterbyg, helsæd",
1222,dk,221,0,"Vinterhvede, helsæd",gpt-4o,"Vinterhvede, helsæd",
1223,dk,221,"Vinterhvede, hels{d","Vinterhvede, helsæd",gpt-4o,"Vinterhvede, helsæd",
1224,dk,221,"Vinterhvede, helsæd","Vinterhvede, helsæd",original_name,"Vinterhvede, helsæd",
1225,dk,222,0,"Vinterrug, helsæd",gpt-4o,"Vinterrug, helsæd",
1226,dk,222,"Vinterrug, hels{d","Vinterrug, helsæd",gpt-4o,"Vinterrug, helsæd",
1227,dk,222,"Vinterrug, helsæd","Vinterrug, helsæd",original_name,"Vinterrug, helsæd",
1228,dk,223,"Vintertertriticale,","Vintertriticale, helsæd",gpt-4o,"Vintertriticale, helsæd",
1229,dk,223,"Vintertertriticale, hels{d","Vintertriticale, helsæd",gpt-4o,"Vintertriticale, helsæd",
1230,dk,223,"Vintertertriticale, helsæd","Vintertriticale, helsæd",gpt-4o,"Vintertriticale, helsæd",
1231,dk,223,"Vintertriticale, helsæd","Vintertriticale, helsæd",original_name,"Vintertriticale, helsæd",
1232,dk,224,"Blandkorn, efter}rss}et hels{d","Blandkorn, efterårssået helsæd",gpt-4o,"Blandkorn, efterårssået helsæd",
1233,dk,224,"Blandkorn, efterårss","Blandkorn, efterårssået helsæd",gpt-4o,"Blandkorn, efterårssået helsæd",
1234,dk,224,"Blandkorn, efterårssået helsæd","Blandkorn, efterårssået helsæd",original_name,"Blandkorn, efterårssået helsæd",
1235,dk,230,0,"Vårkorn, grønkorn",gpt-4o,"Vårkorn, grønkorn",
1236,dk,230,"Blanding af vårkorn, grønkorn","Vårkorn, grønkorn",gpt-4o,"Vårkorn, grønkorn",
1237,dk,230,"V}rkorn, gr|nkorn","Vårkorn, grønkorn",gpt-4o,"Vårkorn, grønkorn",
1238,dk,230,"Vårkorn, grønkorn","Vårkorn, grønkorn",original_name,"Vårkorn, grønkorn",
1239,dk,234,0,"Korn/bælgsæd, grønkorn, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, grønkorn, max 50% bælgsæd",
1240,dk,234,"Korn og bælgsæd, grø","Korn/bælgsæd, grønkorn, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, grønkorn, max 50% bælgsæd",
1241,dk,234,"Korn og bælgsæd, grønkorn, under 50% bælgsæd","Korn/bælgsæd, grønkorn, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, grønkorn, max 50% bælgsæd",
1242,dk,234,"Korn/b{lgs{d, gr|nkorn, max 50% b{lgs{d","Korn/bælgsæd, grønkorn, max 50% bælgsæd",gpt-4o,"Korn/bælgsæd, grønkorn, max 50% bælgsæd",
1243,dk,234,"Korn/bælgsæd, grønkorn, max 50% bælgsæd","Korn/bælgsæd, grønkorn, max 50% bælgsæd",original_name,"Korn/bælgsæd, grønkorn, max 50% bælgsæd",
1244,dk,235,"Blanding af vinterkorn, grønkorn","Vinterkorn, grønkorn",gpt-4o,"Vinterkorn, grønkorn",
1245,dk,235,"Vinterkorn, gr|nkorn","Vinterkorn, grønkorn",gpt-4o,"Vinterkorn, grønkorn",
1246,dk,235,"Vinterkorn, grønkorn","Vinterkorn, grønkorn",original_name,"Vinterkorn, grønkorn",
1247,dk,24,0,Solsikke,manual,,
1248,dk,24,Solsikke,Solsikke,original_name,,
1249,dk,247,0,"Miljøgræs MVJ-tilsagn (0 N), omdrift",manual,,
1250,dk,247,"Miljøgræs MVJ-tilsagn (0 N), omdrift","Miljøgræs MVJ-tilsagn (0 N), omdrift",original_name,,
1251,dk,248,0,Permanent græs ved vandboring,manual,,
1252,dk,248,Permanent græs ved vandboring,Permanent græs ved vandboring,original_name,,
1253,dk,249,0,Udnyttet græs ved vandboring,gpt-4o,Udnyttet græs ved vandboring,
1254,dk,249,Udnyttet græs ved va,Udnyttet græs ved vandboring,gpt-4o,Udnyttet græs ved vandboring,
1255,dk,249,Udnyttet græs ved vandboring,Udnyttet græs ved vandboring,original_name,Udnyttet græs ved vandboring,
1256,dk,25,Sojab|nner,Sojabønner,gpt-4o,Sojabønner,
1257,dk,25,Sojabønner,Sojabønner,original_name,Sojabønner,
1258,dk,250,0,"Permanent græs, meget lavt udbytte",gpt-4o,"Permanent græs, meget lavt udbytte",
1259,dk,250,Permanent gr{s meget lavt udbytte,"Permanent græs, meget lavt udbytte",gpt-4o,"Permanent græs, meget lavt udbytte",
1260,dk,250,Permanent græs meget lavt udbytte,"Permanent græs, meget lavt udbytte",gpt-4o,"Permanent græs, meget lavt udbytte",
1261,dk,250,"Permanent græs, mege","Permanent græs, meget lavt udbytte",gpt-4o,"Permanent græs, meget lavt udbytte",
1262,dk,250,"Permanent græs, meget lavt udbytte","Permanent græs, meget lavt udbytte",original_name,"Permanent græs, meget lavt udbytte",
1263,dk,251,0,"Permanent græs, lavt udbytte",gpt-4o,"Permanent græs, lavt udbytte",
1264,dk,251,Permanent gr{s lavt udbytte,"Permanent græs, lavt udbytte",gpt-4o,"Permanent græs, lavt udbytte",
1265,dk,251,Permanent græs lavt udbytte,"Permanent græs, lavt udbytte",gpt-4o,"Permanent græs, lavt udbytte",
1266,dk,251,"Permanent græs, lavt","Permanent græs, lavt udbytte",gpt-4o,"Permanent græs, lavt udbytte",
1267,dk,251,"Permanent græs, lavt udbytte","Permanent græs, lavt udbytte",original_name,"Permanent græs, lavt udbytte",
1268,dk,252,0,"Permanent græs, normalt udbytte",gpt-4o,"Permanent græs, normalt udbytte",
1269,dk,252,Permanent gr{s normalt udbytte,"Permanent græs, normalt udbytte",gpt-4o,"Permanent græs, normalt udbytte",
1270,dk,252,Permanent græs normalt udbytte,"Permanent græs, normalt udbytte",gpt-4o,"Permanent græs, normalt udbytte",
1271,dk,252,"Permanent græs, norm","Permanent græs, normalt udbytte",gpt-4o,"Permanent græs, normalt udbytte",
1272,dk,252,"Permanent græs, normalt udbytte","Permanent græs, normalt udbytte",original_name,"Permanent græs, normalt udbytte",
1273,dk,253,Milj|gr{s MVJ-ordn. 1 (80 N),"Miljøgræs MVJ-tilsagn (80 N), omdrift",gpt-4o,"Miljøgræs MVJ-tilsagn (80 N), omdrift",
1274,dk,253,Miljøgræs MVJ-ordn. 1 (80 N),"Miljøgræs MVJ-tilsagn (80 N), omdrift",gpt-4o,"Miljøgræs MVJ-tilsagn (80 N), omdrift",
1275,dk,253,Miljøgræs MVJ-tilsag,"Miljøgræs MVJ-tilsagn (80 N), omdrift",gpt-4o,"Miljøgræs MVJ-tilsagn (80 N), omdrift",
1276,dk,253,Miljøgræs MVJ-tilsagn (80 N),"Miljøgræs MVJ-tilsagn (80 N), omdrift",gpt-4o,"Miljøgræs MVJ-tilsagn (80 N), omdrift",
1277,dk,253,"Miljøgræs MVJ-tilsagn (80 N), omdrift","Miljøgræs MVJ-tilsagn (80 N), omdrift",original_name,"Miljøgræs MVJ-tilsagn (80 N), omdrift",
1278,dk,254,0,"Miljøgræs MVJ-tilsagn (0 N), permanent",gpt-4o,"Miljøgræs MVJ-tilsagn (0 N), permanent",
1279,dk,254,Milj|gr{s MVJ-ordn. 2 (0 N),"Miljøgræs MVJ-tilsagn (0 N), permanent",gpt-4o,"Miljøgræs MVJ-tilsagn (0 N), permanent",
1280,dk,254,Miljøgræs MVJ-ordn. 2 (0 N),"Miljøgræs MVJ-tilsagn (0 N), permanent",gpt-4o,"Miljøgræs MVJ-tilsagn (0 N), permanent",
1281,dk,254,Miljøgræs MVJ-tilsag,"Miljøgræs MVJ-tilsagn (0 N), permanent",gpt-4o,"Miljøgræs MVJ-tilsagn (0 N), permanent",
1282,dk,254,Miljøgræs MVJ-tilsagn (0 N),"Miljøgræs MVJ-tilsagn (0 N), permanent",gpt-4o,"Miljøgræs MVJ-tilsagn (0 N), permanent",
1283,dk,254,"Miljøgræs MVJ-tilsagn (0 N), permanent","Miljøgræs MVJ-tilsagn (0 N), permanent",original_name,"Miljøgræs MVJ-tilsagn (0 N), permanent",
1284,dk,255,0,"Permanent græs, under 50% kløver/lucerne",gpt-4o,"Permanent græs, under 50% kløver/lucerne",
1285,dk,255,Permanent gr{s under 50. pct. kl|ver,"Permanent græs, under 50% kløver/lucerne",gpt-4o,"Permanent græs, under 50% kløver/lucerne",
1286,dk,255,Permanent græs under 50. pct. kløver,"Permanent græs, under 50% kløver/lucerne",gpt-4o,"Permanent græs, under 50% kløver/lucerne",
1287,dk,255,"Permanent græs, unde","Permanent græs, under 50% kløver/lucerne",gpt-4o,"Permanent græs, under 50% kløver/lucerne",
1288,dk,255,"Permanent græs, under 50% kløver","Permanent græs, under 50% kløver/lucerne",gpt-4o,"Permanent græs, under 50% kløver/lucerne",
1289,dk,255,"Permanent græs, under 50% kløver/lucerne","Permanent græs, under 50% kløver/lucerne",original_name,"Permanent græs, under 50% kløver/lucerne",
1290,dk,256,0,"Permanent kløvergræs, over 50% kløver/lucerne",gpt-4o,"Permanent kløvergræs, over 50% kløver/lucerne",
1291,dk,256,Perm.gr{s over 50 pct. kl|ver,"Permanent kløvergræs, over 50% kløver/lucerne",gpt-4o,"Permanent kløvergræs, over 50% kløver/lucerne",
1292,dk,256,Perm.græs over 50 pct. kløver,"Permanent kløvergræs, over 50% kløver/lucerne",gpt-4o,"Permanent kløvergræs, over 50% kløver/lucerne",
1293,dk,256,"Permanent græs, over","Permanent kløvergræs, over 50% kløver/lucerne",gpt-4o,"Permanent kløvergræs, over 50% kløver/lucerne",
1294,dk,256,"Permanent græs, over 50% kløver","Permanent kløvergræs, over 50% kløver/lucerne",gpt-4o,"Permanent kløvergræs, over 50% kløver/lucerne",
1295,dk,256,"Permanent kløvergræs, over 50% kløver/lucerne","Permanent kløvergræs, over 50% kløver/lucerne",original_name,"Permanent kløvergræs, over 50% kløver/lucerne",
1296,dk,257,0,Permanent græs uden kløver,gpt-4o,Permanent græs uden kløver,
1297,dk,257,Permanent gr{s uden kl|ver,Permanent græs uden kløver,gpt-4o,Permanent græs uden kløver,
1298,dk,257,Permanent græs uden kløver,Permanent græs uden kløver,original_name,Permanent græs uden kløver,
1299,dk,257,"Permanent græs, uden",Permanent græs uden kløver,gpt-4o,Permanent græs uden kløver,
1300,dk,257,"Permanent græs, uden kløver",Permanent græs uden kløver,gpt-4o,Permanent græs uden kløver,
1301,dk,258,"Perm. gr{s, |-st|tte","Permanent græs, ø-støtte",gpt-4o,"Permanent græs, ø-støtte",
1302,dk,258,"Perm. græs, ø-støtte","Permanent græs, ø-støtte",gpt-4o,"Permanent græs, ø-støtte",
1303,dk,258,"Permanent græs, ø-st","Permanent græs, ø-støtte",gpt-4o,"Permanent græs, ø-støtte",
1304,dk,258,"Permanent græs, ø-støtte","Permanent græs, ø-støtte",original_name,"Permanent græs, ø-støtte",
1305,dk,259,"Perm. gr{s, fabrik, min. 6 t. udbytte","Permanent græs, fabrik, over 6 tons",gpt-4o,"Permanent græs, fabrik, over 6 tons",
1306,dk,259,"Perm. græs, fabrik, min. 6 t. udbytte","Permanent græs, fabrik, over 6 tons",gpt-4o,"Permanent græs, fabrik, over 6 tons",
1307,dk,259,"Permanent græs, fabr","Permanent græs, fabrik, over 6 tons",gpt-4o,"Permanent græs, fabrik, over 6 tons",
1308,dk,259,"Permanent græs, fabrik, over 6 tons","Permanent græs, fabrik, over 6 tons",original_name,"Permanent græs, fabrik, over 6 tons",
1309,dk,260,0,"Kløvergræs, under 50 % kløver (omdrift)",gpt-4o,"Kløvergræs, under 50 % kløver (omdrift)",
1310,dk,260,"Græs med kløver/lucerne, under 50 % bælgpl. (omdrift)","Kløvergræs, under 50 % kløver (omdrift)",gpt-4o,"Kløvergræs, under 50 % kløver (omdrift)",
1311,dk,260,Kl|vergr{s under 50 pct. kl|ver (omdrift,"Kløvergræs, under 50 % kløver (omdrift)",gpt-4o,"Kløvergræs, under 50 % kløver (omdrift)",
1312,dk,260,Kløvergræs under 50 pct. kløver (omdrift,"Kløvergræs, under 50 % kløver (omdrift)",gpt-4o,"Kløvergræs, under 50 % kløver (omdrift)",
1313,dk,260,"Kløvergræs, under 50","Kløvergræs, under 50 % kløver (omdrift)",gpt-4o,"Kløvergræs, under 50 % kløver (omdrift)",
1314,dk,260,"Kløvergræs, under 50 % kløver (omdrift)","Kløvergræs, under 50 % kløver (omdrift)",original_name,"Kløvergræs, under 50 % kløver (omdrift)",
1315,dk,261,0,"Kløvergræs, over 50% kløver (omdrift)",gpt-4o,"Kløvergræs, over 50% kløver (omdrift)",
1316,dk,261,Kl.gr{s >50% kl. (omdrift),"Kløvergræs, over 50% kløver (omdrift)",gpt-4o,"Kløvergræs, over 50% kløver (omdrift)",
1317,dk,261,Kl.græs >50% kl. (omdrift),"Kløvergræs, over 50% kløver (omdrift)",gpt-4o,"Kløvergræs, over 50% kløver (omdrift)",
1318,dk,261,"Kløvergræs, over 50%","Kløvergræs, over 50% kløver (omdrift)",gpt-4o,"Kløvergræs, over 50% kløver (omdrift)",
1319,dk,261,"Kløvergræs, over 50% kløver (omdrift)","Kløvergræs, over 50% kløver (omdrift)",original_name,"Kløvergræs, over 50% kløver (omdrift)",
1320,dk,262,0,"Lucerne, lucernegræs, over 50% lucerne (omdrift)",gpt-4o,"Lucerne, lucernegræs, over 50% lucerne (omdrift)",
1321,dk,262,"Lucerne, lucernegr{s >50% lucerne omdr.","Lucerne, lucernegræs, over 50% lucerne (omdrift)",gpt-4o,"Lucerne, lucernegræs, over 50% lucerne (omdrift)",
1322,dk,262,"Lucerne, lucernegræs","Lucerne, lucernegræs, over 50% lucerne (omdrift)",gpt-4o,"Lucerne, lucernegræs, over 50% lucerne (omdrift)",
1323,dk,262,"Lucerne, lucernegræs >50% lucerne omdr.","Lucerne, lucernegræs, over 50% lucerne (omdrift)",gpt-4o,"Lucerne, lucernegræs, over 50% lucerne (omdrift)",
1324,dk,262,"Lucerne, lucernegræs, over 50% lucerne (omdrift)","Lucerne, lucernegræs, over 50% lucerne (omdrift)",original_name,"Lucerne, lucernegræs, over 50% lucerne (omdrift)",
1325,dk,262,"Lucernegræs, over 50% lucerne (omdrift)","Lucerne, lucernegræs, over 50% lucerne (omdrift)",gpt-4o,"Lucerne, lucernegræs, over 50% lucerne (omdrift)",
1326,dk,263,0,Græs uden kløvergræs (omdrift),gpt-4o,Græs uden kløvergræs (omdrift),
1327,dk,263,Gr{s uden kl. (omdrift),Græs uden kløvergræs (omdrift),gpt-4o,Græs uden kløvergræs (omdrift),
1328,dk,263,Græs uden kl. (omdrift),Græs uden kløvergræs (omdrift),gpt-4o,Græs uden kløvergræs (omdrift),
1329,dk,263,Græs uden kløvergræs,Græs uden kløvergræs (omdrift),gpt-4o,Græs uden kløvergræs (omdrift),
1330,dk,263,Græs uden kløvergræs (omdrift),Græs uden kløvergræs (omdrift),original_name,Græs uden kløvergræs (omdrift),
1331,dk,264,0,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",gpt-4o,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",
1332,dk,264,Gr{s og kl.gr{s uden norm,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",gpt-4o,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",
1333,dk,264,Græs og kl.græs uden norm,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",gpt-4o,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",
1334,dk,264,Græs og kløvergræs u,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",gpt-4o,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",
1335,dk,264,Græs og kløvergræs uden norm,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",gpt-4o,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",
1336,dk,264,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)","Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",original_name,"Græs og kløvergræs uden norm, under 50 % kløver (omdrift)",
1337,dk,265,Gr{s og kl. gr{s sl{t f|r v}rs}ede afg.,"Græs, slæt før vårsået afgrøde",gpt-4o,"Græs, slæt før vårsået afgrøde",
1338,dk,265,Græs og kl. græs slæt før vårsåede afg.,"Græs, slæt før vårsået afgrøde",gpt-4o,"Græs, slæt før vårsået afgrøde",
1339,dk,265,"Græs, slæt før vårså","Græs, slæt før vårsået afgrøde",gpt-4o,"Græs, slæt før vårsået afgrøde",
1340,dk,265,"Græs, slæt før vårsået afgrøde","Græs, slæt før vårsået afgrøde",original_name,"Græs, slæt før vårsået afgrøde",
1341,dk,266,0,"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)",gpt-4o,"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)",
1342,dk,266,Gr{s < 50% kl|ver ekstr. lavt udbytte,"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)",gpt-4o,"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)",
1343,dk,266,Græs < 50% kløver ekstr. lavt udbytte,"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)",gpt-4o,"Græs under 50% kløver/lucerne, ekstremt lavt udbytte (omdrift)",
